path	ngenes_tscore	Dx_z	Dx_pval	Dx_pval_BHcorr	genes_path	tissue	class_pathway	type_path	drugBank_ann	drugBank_n	drugBank_id	drugBank_gene	drugBank_usedForSCZ
cellular protein modification process	22	-3.18951811832955	0.0014251020550419	0.0266652428965617	PPT1,RABGGTB,ABL2,TRMT61B,GGCX,ATG7,FBXL2,UBA6,UBE2D3,PCMTD1,WDYHV1,TTLL11,TSG101,UEVLD,TGM1,PIGH,TGM5,NAGPA,WWP2,PCMTD2,HLCS,TTLL12	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Coagulation factor VIIa Recombinant Human-and-Coagulation Factor IX (Recombinant)-and-Ademetionine-and-L-Glutamine-and-Glutamic acid-and-Glycine-and-Citrulline-and-Menadione-and-ATP-and-Azithromycin-and-Tetracycline-and-Phylloquinone-and-Streptomycin-and-Anisindione-and-Dasatinib-and-S-adenosyl-L-homocysteine-and-Hexadecanesulfonyl fluoride-and-Palmitic Acid-and-XL228-and-N-[(1S)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide-and-K-00546-and-Kappadione-and-Fostamatinib-and-Coagulation Factor IX Human	24	DB00036-and-DB00100-and-DB00118-and-DB00130-and-DB00142-and-DB00145-and-DB00155-and-DB00170-and-DB00171-and-DB00207-and-DB00759-and-DB01022-and-DB01082-and-DB01125-and-DB01254-and-DB01752-and-DB02035-and-DB03796-and-DB05184-and-DB07449-and-DB07664-and-DB09332-and-DB12010-and-DB13152	GGCX-and-GNMT-and-TGM1-and-PADI4-and-ABL2-and-PPT1	Glutamic acid-and-Glycine
biotin metabolic process	2	-4.16536847702871	3.10850088851046e-05	0.00227596325923983	PCCB,HLCS	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Biotin-and-Valine	4	DB00121-and-DB00161	PCCB-and-HLCS	
exocytosis	5	3.53040165792229	0.000414929234617587	0.0117622415037172	MIA3,STX3,MYO5A,STXBP2,SNAP29	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO		0			
immune response	38	3.12495314427196	0.00177833383915404	0.0305583080115857	TNFRSF14,CHIA,CTSS,CD8B,IL18R1,PRKRA,CCR8,VIPR1,TNFSF10,CLNK,EXOSC9,TLR2,PRELID1,HLA-F,HLA-G,HLA-A,HLA-C,HLA-B,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DQB2,TINAG,CCR6,TRGV3,PKHD1L1,CLEC4E,PNP,B2M,TCF12,IL16,CCL2,COLEC12,S1PR4,C3,PROCR	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Human immunoglobulin G-and-Lyme disease vaccine (recombinant OspA)-and-Drotrecogin alfa-and-Insulin pork-and-Adapalene-and-Cladribine-and-Didanosine-and-Abacavir-and-Mimosine-and-Danazol-and-Zinc-and-8-azaguanine-and-S-Hydroxycysteine-and-Cyclo-Tetrametavanadate-and-2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine-and-Immucillin-G-and-Guanine-and-2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One-and-Peldesine-and-3-Indolebutyric Acid-and-9-deazainosine-and-Guanosine-and-Ribose-1-Phosphate-and-(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium-and-3'-deoxyguanosine-and-Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide-and-Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide-and-(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium-and-S-(Dimethylarsenic)Cysteine-and-Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide-and-Hypoxanthine-and-9-(5,5-Difluoro-5-Phosphonopentyl)Guanine-and-Phosphatidylethanolamine-and-Inosine-and-N-Formylmethionine-and-Cholesterol-and-9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE-and-GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE-and-GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE-and-Glatiramer-and-Golotimod-and-Forodesine-and-Nelipepimut-S-and-Mirococept-and-N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE-and-N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE-and-N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE-and-N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE-and-N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE-and-(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE-and-2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL-and-N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide-and-N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide-and-Fingolimod-and-Copper-and-Chondroitin sulfate-and-Coccidioides immitis spherule-and-Tetradecyl hydrogen sulfate (ester)-and-Tuberculin purified protein derivative-and-Fostamatinib-and-Zinc acetate-and-Zinc chloride-and-Zinc sulfate, unspecified form	68	DB00028-and-DB00045-and-DB00055-and-DB00071-and-DB00210-and-DB00242-and-DB00900-and-DB01048-and-DB01055-and-DB01406-and-DB01593-and-DB01667-and-DB01915-and-DB02147-and-DB02222-and-DB02230-and-DB02377-and-DB02391-and-DB02568-and-DB02740-and-DB02796-and-DB02857-and-DB03101-and-DB03551-and-DB03609-and-DB03767-and-DB03837-and-DB03881-and-DB03963-and-DB03984-and-DB04076-and-DB04260-and-DB04327-and-DB04335-and-DB04464-and-DB04540-and-DB04753-and-DB04754-and-DB04757-and-DB05259-and-DB05475-and-DB06185-and-DB06226-and-DB06492-and-DB07520-and-DB07587-and-DB07589-and-DB07839-and-DB07878-and-DB08195-and-DB08611-and-DB08752-and-DB08755-and-DB08868-and-DB09130-and-DB09301-and-DB11294-and-DB11328-and-DB11601-and-DB12010-and-DB14487-and-DB14533-and-DB14548	C3-and-TLR2-and-PROCR-and-HLA-DQA2-and-HLA-DQB1-and-PNP-and-HLA-B-and-CCL2-and-B2M-and-HLA-A-and-CTSS-and-CLEC4E-and-HLA-DRB1-and-S1PR4	
microtubule-based movement	7	3.40475923092652	0.000662224128537139	0.0151330085219024	DNAH6,DYNC1I2,KIF2A,DNAH11,KIF24,KIFC3,KIF16B	Cells_EBV-transformed_lymphocytes	pathway P < genes P & genes FDR < 0.05	GO		0			
lysosome organization	9	3.95795758306291	7.55933773383587e-05	0.00438962922199297	PPT1,ZKSCAN3,CLVS1,HPS1,ACP2,NAGPA,BECN1,GAA,HPS4	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO		0			
regulation of mitotic nuclear division	3	-3.08777062051989	0.00201664063175776	0.0330492504637771	RCC1,CAV2,CDC16	Cells_EBV-transformed_lymphocytes	pathway P < genes P & genes FDR > 0.05	GO		0			
mitotic spindle assembly checkpoint	4	-3.49554040464688	0.000473102818307342	0.0126461134290407	MAD2L2,CDC16,BUB1B,CDC27	Cells_EBV-transformed_lymphocytes	pathway P < genes P & genes FDR > 0.05	GO		0			
cell communication	7	4.37301334708069	1.22543228916136e-05	0.00147401998210553	SNX2,SNX16,PPFIBP2,SNX32,SNX19,NF1,KIF16B	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO		0			
signal transduction	88	2.98791817724314	0.00280884741863521	0.0422330272587652	RPS6KA1,INPP5B,L1TD1,ITGB3BP,ECM1,S100A11,RIT1,HDGF,CD244,FCER1G,MGST3,ABL2,ADCY3,IL18R1,RALB,NOSTRIN,INPP1,STAT4,IGFBP2,SRGAP3,IRAK2,EFHB,LIMD1,PIK3CB,SMC4,TNFSF10,DGKQ,GRK4,RHOH,DAPP1,AIMP1,ANXA5,FGF2,TLR2,DEPDC1B,PPIC,RNF14,RAB24,HLA-DRB1,RAB23,GABRR2,CCR6,GNA12,RAC1,TAS2R4,TAS2R5,FGF17,RAB2A,PAG1,IMPA1,YWHAZ,GDI2,APBB1IP,PPP3CB,TMEM9B,RAB6A,ARHGAP20,GOLT1B,IPO8,PRKAG1,APPL2,RAB20,ARHGEF7,TMX1,GNB5,ANKDD1A,PSTPIP1,TSC2,AMFR,P2RX5,CHRNE,AKAP10,RAB34,NF1,CCL2,RAPGEFL1,ARHGAP27,RAB12,RAB31,C18orf32,C3,NR2F6,IL12RB1,MAP3K10,ARHGAP40,HUNK,ICOSLG,CLTCL1	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Lyme disease vaccine (recombinant OspA)-and-Cyclosporine-and-Adenosine phosphate-and-Glutathione-and-ATP-and-Nicotine-and-Adapalene-and-Topiramate-and-Chlorpromazine-and-Cinchocaine-and-Fluocinolone acetonide-and-Imatinib-and-Nicardipine-and-Fluphenazine-and-Isoflurane-and-Tretinoin-and-Trifluoperazine-and-Loperamide-and-Perphenazine-and-Ethanol-and-Phenformin-and-Phenoxybenzamine-and-Acetylsalicylic acid-and-Felodipine-and-Melatonin-and-Promethazine-and-Pimozide-and-Nifedipine-and-Bepridil-and-Dasatinib-and-Calcium-and-Aprindine-and-Zinc-and-2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride-and-Cholesterol sulfate-and-Hexane-1,6-Diol-and-L-Alpha-Glycerophosphorylserine-and-2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid-and-Purvalanol-and-L-thioproline-and-Deacetoxyvinzolidine-and-K201 free base-and-IC261-and-Trifluoroethanol-and-sn-glycero-3-phosphoethanolamine-and-Alvocidib-and-N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide-and-tert-butanol-and-1,4-Dideoxy-O2-Sulfo-Glucuronic Acid-and-N,O6-Disulfo-Glucosamine-and-S-(Dimethylarsenic)Cysteine-and-Trimethyllysine-and-1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid-and-Guanosine-5'-Triphosphate-and-Guanosine-5'-Diphosphate-and-N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide-and-Cholesterol-and-5-iodotubercidin-and-Prenylamine-and-Flunarizine-and-XL228-and-GMX1777-and-Glatiramer-and-Golotimod-and-Bosutinib-and-(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid-and-[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile-and-3-phenyl-5-(1H-pyrazol-3-yl)isoxazole-and-PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE-and-Tranilast-and-4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid-and-K-00546-and-4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE-and-(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE-and-Myristic acid-and-Nocodazole-and-3-(4-nitrophenyl)-1H-pyrazole-and-N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE-and-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID-and-Ponatinib-and-Palbociclib-and-Copper-and-Calcium citrate-and-Calcium Phosphate-and-Tuberculin purified protein derivative-and-Ribociclib-and-Abemaciclib-and-Fostamatinib-and-Phenethyl Isothiocyanate-and-Daporinad-and-Calcium levulinate-and-Calcium phosphate dihydrate-and-Zinc acetate-and-Zinc chloride-and-Zinc sulfate, unspecified form	104	DB00045-and-DB00091-and-DB00131-and-DB00143-and-DB00171-and-DB00184-and-DB00210-and-DB00273-and-DB00477-and-DB00527-and-DB00591-and-DB00619-and-DB00622-and-DB00623-and-DB00753-and-DB00755-and-DB00831-and-DB00836-and-DB00850-and-DB00898-and-DB00914-and-DB00925-and-DB00945-and-DB01023-and-DB01065-and-DB01069-and-DB01100-and-DB01115-and-DB01244-and-DB01254-and-DB01373-and-DB01429-and-DB01593-and-DB01897-and-DB01990-and-DB02210-and-DB02497-and-DB02506-and-DB02733-and-DB02846-and-DB02868-and-DB02929-and-DB03083-and-DB03226-and-DB03484-and-DB03496-and-DB03693-and-DB03900-and-DB03935-and-DB03959-and-DB03963-and-DB03977-and-DB03981-and-DB04137-and-DB04315-and-DB04513-and-DB04540-and-DB04604-and-DB04825-and-DB04841-and-DB05184-and-DB05217-and-DB05259-and-DB05475-and-DB06616-and-DB06905-and-DB07168-and-DB07613-and-DB07614-and-DB07615-and-DB07616-and-DB07664-and-DB07917-and-DB08039-and-DB08231-and-DB08313-and-DB08695-and-DB08751-and-DB08790-and-DB08901-and-DB09073-and-DB09130-and-DB11093-and-DB11348-and-DB11601-and-DB11730-and-DB12001-and-DB12010-and-DB12695-and-DB12731-and-DB13800-and-DB14481-and-DB14487-and-DB14533-and-DB14548	TLR2-and-CAMLG-and-PRKAA1-and-HPGDS-and-ABL2-and-CHRNA5-and-CALM1-and-ANXA5-and-BCR-and-IGFALS-and-RORA-and-HRAS-and-PPP2R5C-and-CDK4-and-CSNK1G2-and-RAP2A-and-NAMPT-and-HLA-DRB1-and-CAMK2B-and-RCVRN-and-YWHAZ	Chlorpromazine
small GTPase mediated signal transduction	35	3.77559939114355	0.000159623359232372	0.00640013659398366	INPP5B,RIT1,RASGRP3,RALB,DOCK10,ARL4C,SEPT2,SRGAP3,RHOH,GUF1,DEPDC1B,RAB24,RAB23,GNA12,RAC1,RAB2A,RRAGA,GDI2,ARL5B,CDK1,RAB6A,ARHGAP20,ARL11,RAB20,ARHGEF7,AKAP13,LRRK1,MAPK3,RAB34,RAPGEFL1,ARL16,RAB12,RAB31,ARHGAP40,YWHAB	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Sulindac-and-Azathioprine-and-Arsenic trioxide-and-Indirubin-3'-monoxime-and-Olomoucine-and-Purvalanol-and-Hymenialdisine-and-D-Myo-Inositol-1,4-Bisphosphate-and-SU9516-and-Alvocidib-and-Alsterpaullone-and-Guanosine-5'-Diphosphate-and-5-iodotubercidin-and-Seliciclib-and-AT-7519-and-Cholecystokinin-and-Copper-and-Fostamatinib-and-Phenethyl Isothiocyanate-and-Ulixertinib	22	DB00605-and-DB00993-and-DB01169-and-DB02052-and-DB02116-and-DB02733-and-DB02950-and-DB03158-and-DB03428-and-DB03496-and-DB04014-and-DB04315-and-DB04604-and-DB06195-and-DB08142-and-DB08862-and-DB09130-and-DB12010-and-DB12695-and-DB13930	MAPK3-and-RAC1-and-CDK1-and-INPP5B-and-ARL5B-and-YWHAB	
peripheral nervous system development	3	-4.05145558948657	5.08999881739216e-05	0.00306127071731728	ZFP57,ALDH3A2,NF1	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	NADH-and-Ozanimod	2	DB00157-and-DB12612	ALDH3A2	
aging	12	-3.06526350380673	0.00217478297380529	0.0352147550758472	LCK,IGFBP2,ADH5,BAK1,ADRB1,SLC18A2,CAT,AMFR,SRR,CTC1,CCL2,TYMS	Cells_EBV-transformed_lymphocytes	genes P < pathway P	GO	Pyridoxal phosphate-and-alpha-Linolenic acid-and-Serine-and-Glutathione-and-NADH-and-Icosapent-and-Amphetamine-and-Reserpine-and-Norepinephrine-and-Haloperidol-and-Mazindol-and-Apomorphine-and-Benzphetamine-and-Ethanol-and-Dopamine-and-Isosorbide mononitrate-and-Deserpidine-and-Ephedra sinica root-and-Ephedrine-and-MMDA-and-Midomafetamine-and-4-Methoxyamphetamine-and-Dextroamphetamine-and-Metamfetamine-and-Zinc-and-2-phospho-D-glyceric acid-and-Phosphoenolpyruvate-and-2-Phosphoglycolic Acid-and-Lauric acid-and-Phosphonoacetohydroxamic Acid-and-12-Hydroxydodecanoic Acid-and-S-Hydroxymethyl Glutathione-and-Nomifensine-and-Tetrabenazine-and-Histamine-and-Isometheptene-and-Propylhexedrine-and-Serotonin-and-Cannabidiol-and-Copper-and-Polaprezinc-and-Vayarin-and-Rauwolfia serpentina root-and-Polyethylene glycol 400-and-Hydrogen peroxide-and-Selenious acid-and-Evening primrose oil-and-Thimerosal-and-Deutetrabenazine-and-Sparsentan-and-Ozanimod-and-Omega-6 fatty acids-and-Medical Cannabis-and-Nabiximols-and-Zinc acetate	56	DB00114-and-DB00132-and-DB00133-and-DB00143-and-DB00157-and-DB00159-and-DB00182-and-DB00206-and-DB00368-and-DB00502-and-DB00579-and-DB00714-and-DB00865-and-DB00898-and-DB00988-and-DB01020-and-DB01089-and-DB01363-and-DB01364-and-DB01442-and-DB01454-and-DB01472-and-DB01576-and-DB01577-and-DB01593-and-DB01709-and-DB01819-and-DB02726-and-DB03017-and-DB03645-and-DB03704-and-DB04153-and-DB04821-and-DB04844-and-DB05381-and-DB06706-and-DB06714-and-DB08839-and-DB09061-and-DB09130-and-DB09221-and-DB09328-and-DB09363-and-DB11077-and-DB11091-and-DB11127-and-DB11358-and-DB11590-and-DB12161-and-DB12548-and-DB12612-and-DB13168-and-DB14009-and-DB14011-and-DB14487	SRR-and-FADS1-and-GPX1-and-ADH5-and-SLC18A2-and-AGT-and-ENO3	Haloperidol-and-Rauwolfia serpentina root
microtubule binding	14	4.54898199063536	5.39060556344388e-06	0.000756481647403291	MAP10,SPAST,LRPPRC,CLASP1,CEP135,KIF2A,NEIL2,KIF24,CCSER2,CEP57,NUSAP1,KIFC3,SKA1,KIF16B	Cells_EBV-transformed_lymphocytes	pathway P < genes P & genes FDR < 0.05	GO	Iron-and-Copper-and-Fostamatinib-and-Ferrous gluconate-and-Ferrous succinate-and-Ferrous ascorbate-and-Ferrous fumarate-and-Ferrous glycine sulfate	8	DB01592-and-DB09130-and-DB12010-and-DB14488-and-DB14489-and-DB14490-and-DB14491-and-DB14501	NEIL2-and-CLASP1	
